"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
"652219U","0","0","0","0","0","0","1","20251019","20251228"
"652257U","1","1","1","1","1","0","0","20251009","20251231"
"652259U","0","0","0","0","0","1","0","20251011","20251227"
"652279U","0","0","0","0","0","1","0","20251011","20251227"
"652280U","0","0","0","0","0","1","0","20251011","20251227"
"652282U","0","0","0","0","0","1","0","20251011","20251227"
"652284U","0","0","0","0","0","1","0","20251011","20251227"
"652285U","0","0","0","0","0","1","0","20251011","20251227"
"652286U","0","0","0","0","0","1","0","20251011","20251227"
"652288U","0","0","0","0","0","1","0","20251011","20251227"
"652289U","0","0","0","0","0","1","0","20251011","20251227"
"652291U","0","0","0","0","0","1","0","20251011","20251227"
"652323U","1","1","1","1","1","0","0","20251009","20251231"
"652324U","1","1","1","1","1","0","0","20251009","20251231"
"652325U","1","1","1","1","1","0","0","20251009","20251231"
"652326U","1","1","1","1","1","0","0","20251009","20251231"
"652328U","1","1","1","1","1","0","0","20251009","20251231"
"652336U","0","0","0","0","0","0","1","20251019","20251228"
"652337U","0","0","0","0","0","0","1","20251019","20251228"
"652338U","0","0","0","0","0","0","1","20251019","20251228"
"652339U","0","0","0","0","0","0","1","20251019","20251228"
"652346U","1","1","1","1","1","0","0","20251009","20251231"
"652347U","1","1","1","1","1","0","0","20251009","20251231"
"652365U","0","0","0","0","0","0","1","20251019","20251228"
"652401U","0","0","0","0","0","1","0","20251011","20251227"
"652402U","0","0","0","0","0","1","0","20251011","20251227"
"652403U","0","0","0","0","0","1","0","20251011","20251227"
"652425U","0","0","0","0","0","1","0","20251011","20251227"
"652426U","0","0","0","0","0","1","0","20251011","20251227"
"652427U","0","0","0","0","0","1","0","20251011","20251227"
"652428U","0","0","0","0","0","1","0","20251011","20251227"
"652430U","0","0","0","0","0","1","0","20251011","20251227"
"652433U","0","0","0","0","0","1","0","20251011","20251227"
"652471U","0","1","0","0","0","0","0","20251014","20251230"
"652482U","1","1","1","1","1","0","0","20251009","20251231"
"652483U","1","1","1","1","1","0","0","20251009","20251231"
"652485U","1","1","1","1","1","0","0","20251009","20251231"
"652487U","1","1","1","1","1","0","0","20251009","20251231"
"652496U","0","0","0","0","0","0","1","20251019","20251228"
"652498U","0","0","0","0","0","0","1","20251019","20251228"
"652502U","1","1","1","1","1","0","0","20251009","20251231"
"652519U","0","0","0","0","0","0","1","20251019","20251228"
"652560U","0","0","0","0","0","1","0","20251011","20251227"
"652561U","0","0","0","0","0","1","0","20251011","20251227"
"652562U","0","0","0","0","0","1","0","20251011","20251227"
"652586U","0","0","0","0","0","1","0","20251011","20251227"
"652589U","0","0","0","0","0","1","0","20251011","20251227"
"652590U","0","0","0","0","0","1","0","20251011","20251227"
"652591U","0","0","0","0","0","1","0","20251011","20251227"
"652592U","0","0","0","0","0","1","0","20251011","20251227"
"652632U","1","1","1","1","1","0","0","20251009","20251231"
"652643U","0","0","0","0","0","0","1","20251019","20251228"
"652644U","0","0","0","0","0","0","1","20251019","20251228"
"652645U","0","0","0","0","0","0","1","20251019","20251228"
"652646U","0","0","0","0","0","0","1","20251019","20251228"
"652648U","0","0","0","0","0","0","1","20251019","20251228"
"652649U","0","0","0","0","0","0","1","20251019","20251228"
"652652U","0","1","0","0","0","0","0","20251014","20251230"
"652653U","1","1","1","1","1","0","0","20251009","20251231"
"652654U","1","1","1","1","1","0","0","20251009","20251231"
"652655U","1","1","1","1","1","0","0","20251009","20251231"
"652671U","1","0","0","0","0","0","0","20251013","20251229"
"652723U","0","0","0","0","0","1","0","20251011","20251227"
"652724U","0","0","0","0","0","1","0","20251011","20251227"
"652725U","0","0","0","0","0","1","0","20251011","20251227"
"652726U","0","0","0","0","0","1","0","20251011","20251227"
"652728U","0","0","0","0","0","1","0","20251011","20251227"
"652729U","0","0","0","0","0","1","0","20251011","20251227"
"652731U","0","0","0","0","0","1","0","20251011","20251227"
"652732U","0","0","0","0","0","1","0","20251011","20251227"
"652767U","1","0","1","1","1","0","0","20251009","20251231"
"652782U","1","1","1","1","1","0","0","20251009","20251231"
"652784U","1","1","1","1","1","0","0","20251009","20251231"
"652786U","1","1","1","1","1","0","0","20251009","20251231"
"652787U","1","1","1","1","1","0","0","20251009","20251231"
"652791U","0","0","0","0","0","0","1","20251019","20251228"
"652792U","0","0","0","0","0","0","1","20251019","20251228"
"652794U","0","0","0","0","0","0","1","20251019","20251228"
"652795U","0","0","0","0","0","0","1","20251019","20251228"
"652800U","1","1","1","1","1","0","0","20251009","20251231"
"652801U","1","1","1","1","1","0","0","20251009","20251231"
"652861U","1","1","1","1","1","0","0","20251009","20251231"
"652864U","0","0","0","0","0","1","0","20251011","20251227"
"652901U","0","0","0","0","0","1","0","20251011","20251227"
"652902U","0","0","0","0","0","1","0","20251011","20251227"
"652903U","0","0","0","0","0","1","0","20251011","20251227"
"652907U","0","0","0","0","0","1","0","20251011","20251227"
"652908U","1","1","1","1","1","0","0","20251009","20251231"
"652909U","1","1","1","1","1","0","0","20251009","20251231"
"652912U","1","1","1","1","1","1","1","20251009","20251231"
"652974U","1","1","1","1","1","0","0","20251009","20251231"
"652977U","1","1","1","1","1","0","0","20251009","20251231"
"652978U","1","1","1","1","1","0","0","20251009","20251231"
"652980U","1","1","1","1","1","0","0","20251009","20251231"
"652981U","1","1","1","1","1","0","0","20251009","20251231"
"652982U","1","1","1","1","1","0","0","20251009","20251231"
"652983U","1","1","1","1","1","0","0","20251009","20251231"
"652987U","1","1","1","1","1","0","0","20251009","20251231"
"653000U","0","0","0","0","0","0","1","20251019","20251228"
"653002U","0","0","0","0","0","0","1","20251019","20251228"
"653004U","0","0","0","0","0","0","1","20251019","20251228"
"653005U","0","0","0","0","0","0","1","20251019","20251228"
"653007U","0","0","0","0","0","0","1","20251019","20251228"
"653008U","0","0","0","0","0","0","1","20251019","20251228"
"653009U","0","0","0","0","0","0","1","20251019","20251228"
"653010U","0","0","0","0","0","0","1","20251019","20251228"
"653011U","0","0","0","0","0","0","1","20251019","20251228"
"653018U","1","1","1","1","1","0","0","20251009","20251231"
"653594U","0","0","0","1","1","0","0","20251009","20251010"
"653706U","1","1","1","1","1","0","0","20251013","20251231"
"653726U","0","0","0","1","1","0","0","20251009","20251010"
"653780U","0","0","0","1","1","0","0","20251009","20251010"
"653839U","1","1","1","1","1","0","0","20251013","20251231"
"654287U","1","1","1","1","1","0","0","20251009","20251231"
"654362U","0","0","0","0","0","0","1","20251012","20251012"
"654363U","0","0","0","0","0","0","1","20251012","20251012"
"654364U","0","0","0","0","0","0","1","20251012","20251012"
"654365U","0","0","0","0","0","0","1","20251012","20251012"
"654373U","0","0","0","0","0","0","1","20251012","20251012"
"654375U","0","0","0","0","0","0","1","20251012","20251012"
"654376U","0","0","0","0","0","0","1","20251012","20251012"
"654379U","0","0","0","0","0","0","1","20251012","20251012"
"654380U","0","0","0","0","0","0","1","20251012","20251012"
"654381U","0","0","0","0","0","0","1","20251012","20251012"
"654382U","0","0","0","0","0","0","1","20251012","20251012"
"654383U","0","0","0","0","0","0","1","20251012","20251012"
"654392U","0","0","0","0","0","0","1","20251012","20251012"
"654393U","0","0","0","0","0","0","1","20251012","20251012"
"654396U","0","0","0","0","0","0","1","20251012","20251012"
"654397U","0","0","0","0","0","0","1","20251012","20251012"
"654398U","0","0","0","0","0","0","1","20251012","20251012"
"654401U","0","0","0","0","0","0","1","20251012","20251012"
"654407U","0","0","0","0","0","0","1","20251012","20251012"
"654408U","0","0","0","0","0","0","1","20251012","20251012"
"654411U","0","0","0","0","0","0","1","20251012","20251012"
"654412U","0","0","0","0","0","0","1","20251012","20251012"
"654413U","0","0","0","0","0","0","1","20251012","20251012"
"654415U","0","0","0","0","0","0","1","20251012","20251012"
"654417U","0","0","0","0","0","0","1","20251012","20251012"
"654418U","0","0","0","0","0","0","1","20251012","20251012"
"654419U","0","0","0","0","0","0","1","20251012","20251012"
"654427U","0","0","0","0","0","0","1","20251012","20251012"
"654428U","0","0","0","0","0","0","1","20251012","20251012"
"654429U","0","0","0","0","0","0","1","20251012","20251012"
"654431U","0","0","0","0","0","0","1","20251012","20251012"
"654432U","0","0","0","0","0","0","1","20251012","20251012"
"654433U","0","0","0","0","0","0","1","20251012","20251012"
"654434U","0","0","0","0","0","0","1","20251012","20251012"
"654435U","0","0","0","0","0","0","1","20251012","20251012"
"654436U","0","0","0","0","0","0","1","20251012","20251012"
"654445U","0","0","0","0","0","0","1","20251012","20251012"
"654447U","0","0","0","0","0","0","1","20251012","20251012"
"654448U","0","0","0","0","0","0","1","20251012","20251012"
"654458U","0","0","0","0","0","0","1","20251012","20251012"
"654460U","0","0","0","0","0","0","1","20251012","20251012"
"654461U","0","0","0","0","0","0","1","20251012","20251012"
"654464U","0","0","0","0","0","0","1","20251012","20251012"
"654474U","0","0","0","0","0","0","1","20251012","20251012"
"654476U","0","0","0","0","0","0","1","20251012","20251012"
"654479U","0","0","0","0","0","0","1","20251012","20251012"
"654480U","0","0","0","0","0","0","1","20251012","20251012"
"654481U","0","0","0","0","0","0","1","20251012","20251012"
"654489U","0","0","0","0","0","0","1","20251012","20251012"
"654490U","0","0","0","0","0","0","1","20251012","20251012"
"654491U","0","0","0","0","0","0","1","20251012","20251012"
"654492U","0","0","0","0","0","0","1","20251012","20251012"
"654493U","0","0","0","0","0","0","1","20251012","20251012"
"654494U","0","0","0","0","0","0","1","20251012","20251012"
"654501U","0","0","0","0","0","0","1","20251012","20251012"
"654503U","0","0","0","0","0","0","1","20251012","20251012"
"654504U","0","0","0","0","0","0","1","20251012","20251012"
"654505U","0","0","0","0","0","0","1","20251012","20251012"
"654508U","0","0","0","0","0","0","1","20251012","20251012"
"654509U","0","0","0","0","0","0","1","20251012","20251012"
"654514U","0","0","0","0","0","0","1","20251012","20251012"
"654516U","0","0","0","0","0","0","1","20251012","20251012"
"654519U","0","0","0","0","0","0","1","20251012","20251012"
"654523U","0","0","0","0","0","0","1","20251012","20251012"
"654526U","0","0","0","0","0","0","1","20251012","20251012"
"654530U","0","0","0","0","0","0","1","20251012","20251012"
"654531U","0","0","0","0","0","0","1","20251012","20251012"
"654536U","0","0","0","0","0","0","1","20251012","20251012"
"654538U","0","0","0","0","0","0","1","20251012","20251012"
"654549U","0","0","0","0","0","0","1","20251012","20251012"
"654556U","0","0","0","0","0","0","1","20251012","20251012"
"654558U","0","0","0","0","0","0","1","20251012","20251012"
"654559U","0","0","0","0","0","0","1","20251012","20251012"
"654560U","0","0","0","0","0","0","1","20251012","20251012"
"654561U","0","0","0","0","0","0","1","20251012","20251012"
"654562U","0","0","0","0","0","0","1","20251012","20251012"
"654681U","1","1","1","1","1","0","0","20251020","20251231"
"654837U","1","1","1","1","1","0","0","20251013","20251017"
"654903U","1","1","1","1","1","0","0","20251009","20251231"
"654921U","1","1","1","1","1","0","0","20251013","20251017"
