"timetable_id","route_id","direction_id","start_date","end_date","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_time","end_time","timetable_label","service_notes","orientation","timetable_page_id","timetable_sequence","direction_name","include_exceptions","show_trip_continuation"
"1172","74U","1","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA VENTIMIGLIA, PASSAGGI SERALI","frequenza","horizontal","74U_As","1","","0","0"
"1173","74U","1","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA VENTIMIGLIA, PASSAGGI MATTUTINI","frequenza","horizontal","74U_As","2","","0","0"
"1174","74U","1","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA VENTIMIGLIA, PASSAGGI SERALI","frequenza","horizontal","74U_As","3","","0","0"
"1175","74U","1","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA VENTIMIGLIA, PASSAGGI MATTUTINI","frequenza","horizontal","74U_As","4","","0","0"
"1176","74U","1","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA VENTIMIGLIA, PASSAGGI SERALI","frequenza","horizontal","74U_As","5","","0","0"
"1177","74U","0","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA GORINI, PASSAGGI MATTUTINI","frequenza","horizontal","74U_Di","0","","0","0"
"1178","74U","0","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA GORINI, PASSAGGI SERALI","frequenza","horizontal","74U_Di","1","","0","0"
"1179","74U","0","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA GORINI, PASSAGGI MATTUTINI","frequenza","horizontal","74U_Di","2","","0","0"
"1180","74U","0","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA GORINI, PASSAGGI SERALI","frequenza","horizontal","74U_Di","3","","0","0"
"1181","74U","0","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA GORINI, PASSAGGI MATTUTINI","frequenza","horizontal","74U_Di","4","","0","0"
"1182","74U","0","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA GORINI, PASSAGGI SERALI","frequenza","horizontal","74U_Di","5","","0","0"
"1183","75U","1","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: LARGO TABACCHI, PASSAGGI MATTUTINI","frequenza","horizontal","75U_As","0","","0","0"
"1184","75U","1","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: LARGO TABACCHI, PASSAGGI SERALI","frequenza","horizontal","75U_As","1","","0","0"
"1185","75U","1","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: LARGO TABACCHI, PASSAGGI MATTUTINI","frequenza","horizontal","75U_As","2","","0","0"
"1186","75U","1","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: LARGO TABACCHI, PASSAGGI SERALI","frequenza","horizontal","75U_As","3","","0","0"
"1187","75U","1","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: LARGO TABACCHI, PASSAGGI MATTUTINI","frequenza","horizontal","75U_As","4","","0","0"
"1188","75U","1","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: LARGO TABACCHI, PASSAGGI SERALI","frequenza","horizontal","75U_As","5","","0","0"
"1189","75U","0","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: PIAZZALE VALLETTE, PASSAGGI MATTUTINI","frequenza","horizontal","75U_Di","0","","0","0"
"1190","75U","0","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: PIAZZALE VALLETTE, PASSAGGI SERALI","frequenza","horizontal","75U_Di","1","","0","0"
"1191","75U","0","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: PIAZZALE VALLETTE, PASSAGGI MATTUTINI","frequenza","horizontal","75U_Di","2","","0","0"
"1192","75U","0","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: PIAZZALE VALLETTE, PASSAGGI SERALI","frequenza","horizontal","75U_Di","3","","0","0"
"1193","75U","0","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: PIAZZALE VALLETTE, PASSAGGI MATTUTINI","frequenza","horizontal","75U_Di","4","","0","0"
"1194","75U","0","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: PIAZZALE VALLETTE, PASSAGGI SERALI","frequenza","horizontal","75U_Di","5","","0","0"
"1195","76U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIALE PARTIGIANI (COLLEGNO)","dal lunedì al venerdì","horizontal","76U_As","0","","0","0"
"1196","76U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIALE PARTIGIANI (COLLEGNO)","sabato","horizontal","76U_As","1","","0","0"
"1197","76U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIALE PARTIGIANI (COLLEGNO)","domenica e festivi","horizontal","76U_As","2","","0","0"
"1198","76U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA OLEVANO (GRUGLIASCO)","dal lunedì al venerdì","horizontal","76U_Di","0","","0","0"
"1199","76U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA OLEVANO (GRUGLIASCO)","sabato","horizontal","76U_Di","1","","0","0"
"1200","76U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA OLEVANO (GRUGLIASCO)","domenica e festivi","horizontal","76U_Di","2","","0","0"
"1201","77U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: CORSO CADORE","dal lunedì al venerdì","horizontal","77U_As","0","","0","0"
"1202","77U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: CORSO CADORE","sabato","horizontal","77U_As","1","","0","0"
"1203","77U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: CORSO CADORE","domenica e festivi","horizontal","77U_As","2","","0","0"
"1204","77U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA SANDRE (VENARIA)","dal lunedì al venerdì","horizontal","77U_Di","0","","0","0"
"1205","77U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA SANDRE (VENARIA)","sabato","horizontal","77U_Di","1","","0","0"
"1206","77U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA SANDRE (VENARIA)","domenica e festivi","horizontal","77U_Di","2","","0","0"
"1207","78U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: STRADA ALTA DI MONGRENO","dal lunedì al venerdì","horizontal","78U_As","0","","0","0"
"1208","78U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: STRADA ALTA DI MONGRENO","sabato","horizontal","78U_As","1","","0","0"
"1209","78U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: STRADA ALTA DI MONGRENO","domenica e festivi","horizontal","78U_As","2","","0","0"
"1210","78U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: LARGO CASALE","dal lunedì al venerdì","horizontal","78U_Di","0","","0","0"
"1211","78U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: LARGO CASALE","sabato","horizontal","78U_Di","1","","0","0"
"1212","78U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: LARGO CASALE","domenica e festivi","horizontal","78U_Di","2","","0","0"
"1213","79U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: BASILICA DI SUPERGA","dal lunedì al venerdì","horizontal","79U_As","0","","0","0"
"1214","79U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: BASILICA DI SUPERGA","sabato","horizontal","79U_As","1","","0","0"
"1215","79U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: BASILICA DI SUPERGA","domenica e festivi","horizontal","79U_As","2","","0","0"
"1216","79U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: SASSI","dal lunedì al venerdì","horizontal","79U_Di","0","","0","0"
"1217","79U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: SASSI","sabato","horizontal","79U_Di","1","","0","0"
"1218","79U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: SASSI","domenica e festivi","horizontal","79U_Di","2","","0","0"
"1219","79BU","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: BALDISSERO - SUPERGA","dal lunedì al venerdì","horizontal","79BU_As","0","","0","0"
"1220","79BU","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: BALDISSERO - SUPERGA","sabato","horizontal","79BU_As","1","","0","0"
"1221","79BU","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: BALDISSERO - SUPERGA","domenica e festivi","horizontal","79BU_As","2","","0","0"
"1222","79BU","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: SASSI","dal lunedì al venerdì","horizontal","79BU_Di","0","","0","0"
"1223","79BU","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: SASSI","sabato","horizontal","79BU_Di","1","","0","0"
"1224","79BU","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: SASSI","domenica e festivi","horizontal","79BU_Di","2","","0","0"
"1225","8U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: CORSO BOLZANO","dal lunedì al venerdì","horizontal","8U_As","0","","0","0"
"1226","8U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: CORSO BOLZANO","sabato","horizontal","8U_As","1","","0","0"
"1227","8U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: CORSO BOLZANO","domenica e festivi","horizontal","8U_As","2","","0","0"
"1228","8U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA MEZZALUNA (SAN MAURO)","dal lunedì al venerdì","horizontal","8U_Di","0","","0","0"
"1229","8U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA MEZZALUNA (SAN MAURO)","sabato","horizontal","8U_Di","1","","0","0"
"1230","8U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA MEZZALUNA (SAN MAURO)","domenica e festivi","horizontal","8U_Di","2","","0","0"
"1231","80U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: STRADA MONCALVO","dal lunedì al venerdì","horizontal","80U_As","0","","0","0"
"1232","80U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: STRADA MONCALVO","sabato","horizontal","80U_As","1","","0","0"
"1233","80U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: STRADA MONCALVO","domenica e festivi","horizontal","80U_As","2","","0","0"
"1234","80U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: P.BADEN BADEN(MONCALIERI)","dal lunedì al venerdì","horizontal","80U_Di","0","","0","0"
"1235","80U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: P.BADEN BADEN(MONCALIERI)","sabato","horizontal","80U_Di","1","","0","0"
"1236","80U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: P.BADEN BADEN(MONCALIERI)","domenica e festivi","horizontal","80U_Di","2","","0","0"
"1237","81U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: CORSO MARONCELLI","dal lunedì al venerdì","horizontal","81U_As","0","","0","0"
"1238","81U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: CORSO MARONCELLI","sabato","horizontal","81U_As","1","","0","0"
"1239","81U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: CORSO MARONCELLI","domenica e festivi","horizontal","81U_As","2","","0","0"
"1240","81U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA DELLE PRIMULE (MONCALIERI)","dal lunedì al venerdì","horizontal","81U_Di","0","","0","0"
"1241","81U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA DELLE PRIMULE (MONCALIERI)","sabato","horizontal","81U_Di","1","","0","0"
"1242","81U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA DELLE PRIMULE (MONCALIERI)","domenica e festivi","horizontal","81U_Di","2","","0","0"
"1243","82U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: STRADA CARPICE (MONCALIERI)","dal lunedì al venerdì","horizontal","82U_As","0","","0","0"
"1244","82U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: STRADA CARPICE (MONCALIERI)","sabato","horizontal","82U_As","1","","0","0"
"1245","82U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: STRADA CARPICE (MONCALIERI)","domenica e festivi","horizontal","82U_As","2","","0","0"
"1246","82U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: P. CADUTI PER LA LIBERTÀ (MONCALIERI)","dal lunedì al venerdì","horizontal","82U_Di","0","","0","0"
"1247","82U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: P. CADUTI PER LA LIBERTÀ (MONCALIERI)","sabato","horizontal","82U_Di","1","","0","0"
"1248","82U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: P. CADUTI PER LA LIBERTÀ (MONCALIERI)","domenica e festivi","horizontal","82U_Di","2","","0","0"
"1249","83U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA GOITO - STRADA BAUDUCCHI","dal lunedì al venerdì","horizontal","83U_As","0","","0","0"
"1250","83U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA GOITO - STRADA BAUDUCCHI","sabato","horizontal","83U_As","1","","0","0"
"1251","83U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA GOITO - STRADA BAUDUCCHI","domenica e festivi","horizontal","83U_As","2","","0","0"
"1252","83U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: TROFARELLO - VILLASTELLONE","dal lunedì al venerdì","horizontal","83U_Di","0","","0","0"
"1253","83U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: TROFARELLO - VILLASTELLONE","sabato","horizontal","83U_Di","1","","0","0"
"1254","83U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: TROFARELLO - VILLASTELLONE","domenica e festivi","horizontal","83U_Di","2","","0","0"
"1255","84U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: STRADA CARPICE (MONCALIERI)","dal lunedì al venerdì","horizontal","84U_As","0","","0","0"
"1256","84U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: STRADA CARPICE (MONCALIERI)","sabato","horizontal","84U_As","1","","0","0"
"1257","84U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: STRADA CARPICE (MONCALIERI)","domenica e festivi","horizontal","84U_As","2","","0","0"
"1258","84U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA CORRADINO","dal lunedì al venerdì","horizontal","84U_Di","0","","0","0"
"1259","84U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA CORRADINO","sabato","horizontal","84U_Di","1","","0","0"
"1260","84U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA CORRADINO","domenica e festivi","horizontal","84U_Di","2","","0","0"
"1261","86BU","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA DI VITTORIO (VENARIA)","dal lunedì al venerdì","horizontal","86BU_As","0","","0","0"
"1262","86BU","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA DI VITTORIO (VENARIA)","sabato","horizontal","86BU_As","1","","0","0"
"1263","86BU","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA DI VITTORIO (VENARIA)","domenica e festivi","horizontal","86BU_As","2","","0","0"
"1264","86BU","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA CLAVIERE (PIANEZZA)","dal lunedì al venerdì","horizontal","86BU_Di","0","","0","0"
"1265","86BU","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA CLAVIERE (PIANEZZA)","sabato","horizontal","86BU_Di","1","","0","0"
"1266","86BU","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA CLAVIERE (PIANEZZA)","domenica e festivi","horizontal","86BU_Di","2","","0","0"
"1267","88U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA CREA (GRUGLIASCO)","dal lunedì al venerdì","horizontal","88U_As","0","","0","0"
"1268","88U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA CREA (GRUGLIASCO)","sabato","horizontal","88U_As","1","","0","0"
"1269","88U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA CREA (GRUGLIASCO)","domenica e festivi","horizontal","88U_As","2","","0","0"
"1270","88U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZA CATTANEO","dal lunedì al venerdì","horizontal","88U_Di","0","","0","0"
"1271","88U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZA CATTANEO","sabato","horizontal","88U_Di","1","","0","0"
"1272","88U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZA CATTANEO","domenica e festivi","horizontal","88U_Di","2","","0","0"
"1273","89U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA CREA (GRUGLIASCO)","dal lunedì al venerdì","horizontal","89U_As","0","","0","0"
"1274","89U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA CREA (GRUGLIASCO)","sabato","horizontal","89U_As","1","","0","0"
"1275","89U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA CREA (GRUGLIASCO)","domenica e festivi","horizontal","89U_As","2","","0","0"
"1276","89U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA MORIONDO (RIVALTA)","dal lunedì al venerdì","horizontal","89U_Di","0","","0","0"
"1277","89U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA MORIONDO (RIVALTA)","sabato","horizontal","89U_Di","1","","0","0"
"1278","89U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA MORIONDO (RIVALTA)","domenica e festivi","horizontal","89U_Di","2","","0","0"
"1279","89BU","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA CREA (GRUGLIASCO)","dal lunedì al venerdì","horizontal","89BU_As","0","","0","0"
"1280","89BU","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA CREA (GRUGLIASCO)","sabato","horizontal","89BU_As","1","","0","0"
"1281","89BU","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA CREA (GRUGLIASCO)","domenica e festivi","horizontal","89BU_As","2","","0","0"
"1282","89BU","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA PORTALUPI (COLLEGNO)","dal lunedì al venerdì","horizontal","89BU_Di","0","","0","0"
"1283","89BU","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA PORTALUPI (COLLEGNO)","sabato","horizontal","89BU_Di","1","","0","0"
"1284","89BU","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA PORTALUPI (COLLEGNO)","domenica e festivi","horizontal","89BU_Di","2","","0","0"
"1285","9U","1","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: CORSO D'AZEGLIO, PASSAGGI MATTUTINI","frequenza","horizontal","9U_As","0","","0","0"
"1286","9U","1","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: CORSO D'AZEGLIO, PASSAGGI SERALI","frequenza","horizontal","9U_As","1","","0","0"
"1287","9U","1","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: CORSO D'AZEGLIO, PASSAGGI MATTUTINI","frequenza","horizontal","9U_As","2","","0","0"
"1288","9U","1","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: CORSO D'AZEGLIO, PASSAGGI SERALI","frequenza","horizontal","9U_As","3","","0","0"
"1289","9U","1","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: CORSO D'AZEGLIO, PASSAGGI MATTUTINI","frequenza","horizontal","9U_As","4","","0","0"
"1290","9U","1","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: CORSO D'AZEGLIO, PASSAGGI SERALI","frequenza","horizontal","9U_As","5","","0","0"
"1291","9U","0","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: PIAZZA STAMPALIA, PASSAGGI MATTUTINI","frequenza","horizontal","9U_Di","0","","0","0"
"1292","9U","0","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: PIAZZA STAMPALIA, PASSAGGI SERALI","frequenza","horizontal","9U_Di","1","","0","0"
"1293","9U","0","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: PIAZZA STAMPALIA, PASSAGGI MATTUTINI","frequenza","horizontal","9U_Di","2","","0","0"
"1294","9U","0","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: PIAZZA STAMPALIA, PASSAGGI SERALI","frequenza","horizontal","9U_Di","3","","0","0"
"1295","9U","0","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: PIAZZA STAMPALIA, PASSAGGI MATTUTINI","frequenza","horizontal","9U_Di","4","","0","0"
"1296","9U","0","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: PIAZZA STAMPALIA, PASSAGGI SERALI","frequenza","horizontal","9U_Di","5","","0","0"
"1297","90U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: OSPEDALE SAN LUIGI","dal lunedì al venerdì","horizontal","90U_As","0","","0","0"
"1298","90U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: OSPEDALE SAN LUIGI","sabato","horizontal","90U_As","1","","0","0"
"1299","90U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: OSPEDALE SAN LUIGI","domenica e festivi","horizontal","90U_As","2","","0","0"
"1300","90U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: STRADA VOLVERA (ORBASSANO)","dal lunedì al venerdì","horizontal","90U_Di","0","","0","0"
"1301","90U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: STRADA VOLVERA (ORBASSANO)","sabato","horizontal","90U_Di","1","","0","0"
"1302","90U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: STRADA VOLVERA (ORBASSANO)","domenica e festivi","horizontal","90U_Di","2","","0","0"
"1303","91U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZALE CAIO MARIO","dal lunedì al venerdì","horizontal","91U_As","0","","0","0"
"1304","91U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZALE CAIO MARIO","sabato","horizontal","91U_As","1","","0","0"
"1305","91U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZALE CAIO MARIO","domenica e festivi","horizontal","91U_As","2","","0","0"
"1306","91U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA DELLA CELLA","dal lunedì al venerdì","horizontal","91U_Di","0","","0","0"
"1307","91U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA DELLA CELLA","sabato","horizontal","91U_Di","1","","0","0"
"1308","91U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA DELLA CELLA","domenica e festivi","horizontal","91U_Di","2","","0","0"
"1309","92U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZALE CAIO MARIO","dal lunedì al venerdì","horizontal","92U_As","0","","0","0"
"1310","92U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZALE CAIO MARIO","sabato","horizontal","92U_As","1","","0","0"
"1311","92U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZALE CAIO MARIO","domenica e festivi","horizontal","92U_As","2","","0","0"
"1312","92U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: LARGO DONATORI DI SANGUE","dal lunedì al venerdì","horizontal","92U_Di","0","","0","0"
"1313","92U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: LARGO DONATORI DI SANGUE","sabato","horizontal","92U_Di","1","","0","0"
"1314","92U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: LARGO DONATORI DI SANGUE","domenica e festivi","horizontal","92U_Di","2","","0","0"
"1315","93BU","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: CORSO TAZZOLI","dal lunedì al venerdì","horizontal","93BU_As","0","","0","0"
"1316","93BU","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: CORSO TAZZOLI","sabato","horizontal","93BU_As","1","","0","0"
"1317","93BU","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: CORSO TAZZOLI","domenica e festivi","horizontal","93BU_As","2","","0","0"
"1318","93BU","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZA MOCHINO (SAN MAURO)","dal lunedì al venerdì","horizontal","93BU_Di","0","","0","0"
"1319","93BU","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZA MOCHINO (SAN MAURO)","sabato","horizontal","93BU_Di","1","","0","0"
"1320","93BU","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZA MOCHINO (SAN MAURO)","domenica e festivi","horizontal","93BU_Di","2","","0","0"
"1321","94U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA BISCARETTI","dal lunedì al venerdì","horizontal","94U_As","0","","0","0"
"1322","94U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA BISCARETTI","sabato","horizontal","94U_As","1","","0","0"
"1323","94U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA BISCARETTI","domenica e festivi","horizontal","94U_As","2","","0","0"
"1324","94U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZA STATUTO","dal lunedì al venerdì","horizontal","94U_Di","0","","0","0"
"1325","94U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZA STATUTO","sabato","horizontal","94U_Di","1","","0","0"
"1326","94U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZA STATUTO","domenica e festivi","horizontal","94U_Di","2","","0","0"
"1327","95U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: CORSO TAZZOLI / VIA RIVALTA (GRUGLIASCO)","dal lunedì al venerdì","horizontal","95U_As","0","","0","0"
"1328","95U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: CORSO TAZZOLI / VIA RIVALTA (GRUGLIASCO)","sabato","horizontal","95U_As","1","","0","0"
